Isp 90d, 90d
1540.0,-8.375485184782551
1560.0,-8.634876828076484
1580.0,-8.9053993883369
1600.0,-9.186536944972676
1620.0,-9.477781946001057
1640.0,-9.493604201779117
1660.0,-9.51719824091714
1680.0,-9.54829850179198
1700.0,-9.585684763842291
1720.0,-9.629138544548905
1740.0,-9.784497228346128
1760.0,-9.956699887479427
1780.0,-10.136495991040647
1800.0,-10.323230781052033
1820.0,-10.515609001354246
1840.0,-10.6405028646401
1860.0,-10.712878069249147
1880.0,-10.789602466904775
1900.0,-10.869599247089738
1920.0,-10.951834230940406
1940.0,-11.038437674143328
1960.0,-11.160942418348759
1980.0,-11.287116346287156
2000.0,-11.416796836494129
2020.0,-11.544074651817779
2040.0,-11.660085669583083
2060.0,-11.754160811216703
2080.0,-11.822968326944713
2100.0,-11.894388477736065
2120.0,-11.96830407694391
2140.0,-12.046093959821496
2160.0,-12.13196451825294
2180.0,-12.243838606731211
2200.0,-12.357800621774173
2220.0,-12.473734263200138
2240.0,-12.5915254767132
2260.0,-12.711062391843681
2280.0,-12.822996110924983
2300.0,-12.927483362234913
2320.0,-13.033401209285678
2340.0,-13.140652017422441
2360.0,-13.249139988382689
2380.0,-13.357500773238568
2400.0,-13.357727074128933
2420.0,-13.35624594395332
2440.0,-13.35532908104895
2460.0,-13.354900274725551
2480.0,-13.35488445653669
2500.0,-13.387182872783503
2520.0,-13.55224155322772
2540.0,-13.718058837781488
2560.0,-13.88457422359743
2580.0,-14.05172863347641
2600.0,-14.17280651702058
2620.0,-14.255444582457114
2640.0,-14.33836318524021
2660.0,-14.421501073074586
2680.0,-14.504798199605396
2700.0,-14.588195713699953
2720.0,-14.624484677926988
2740.0,-14.629207997999934
2760.0,-14.634421130117639
2780.0,-14.640099336831316
2800.0,-14.64621842896465
2820.0,-14.654311233272441
2840.0,-14.701225947726252
2860.0,-14.748448567454359
2880.0,-14.795951236163498
2900.0,-14.84370671149306
2920.0,-14.891688352357042
2940.0,-14.936524226850493
2960.0,-14.977769198031895
2980.0,-15.019184455371892
3000.0,-15.060746626661686
3020.0,-15.102432857984805
3040.0,-15.144220804289496
3060.0,-15.122234038521784
3080.0,-15.104134014144648
3100.0,-15.086224579803902
3120.0,-15.068492330530272
3140.0,-15.050924135692096
3160.0,-15.042578325535697
3180.0,-15.046954205333968
3200.0,-15.05882612526492
3220.0,-15.070811104761786
3240.0,-15.08289574457191
3260.0,-15.095066932276394
3280.0,-15.104830477042572
3300.0,-15.11445745329128
3320.0,-15.138156368764552
3340.0,-15.164685169318663
3360.0,-15.191284775508576
3380.0,-15.21844588225788
3400.0,-15.247001716151114
3420.0,-15.275590829219746
3440.0,-15.303189129207764
3460.0,-15.326790076128308
3480.0,-15.350382935194782
3500.0,-15.372706658385088
3520.0,-15.394698949360809
3540.0,-15.416658446055271
3560.0,-15.439275559654464
3580.0,-15.473196153845766
Isp 360d, 360d
260.0,-8.010649966837224
280.0,-9.062300477541333
300.0,-9.578642300231788
320.0,-9.750150265788736
340.0,-10.166409263474987
360.0,-10.602693279907985
380.0,-10.680635905522685
400.0,-10.645126532776398
420.0,-11.719212416105808
440.0,-12.447421132304298
460.0,-13.002987333317959
480.0,-13.454176560541594
500.0,-13.931808595650844
520.0,-14.146715326947296
540.0,-14.310075697500347
560.0,-14.532350724649701
580.0,-14.765545880341563
600.0,-15.072247786290369
620.0,-15.15790629482468
640.0,-15.247659638797204
660.0,-15.399744023346154
680.0,-15.513585971979142
700.0,-15.670620659830403
720.0,-15.874185125452268
740.0,-16.008608655281158
760.0,-16.133940848769846
780.0,-16.29716837469881
800.0,-16.418939372365372
820.0,-16.481428614019222
840.0,-16.576132524533318
860.0,-16.700164615578604
880.0,-16.77555021750968
900.0,-16.831627038595872
920.0,-16.912653933653228
940.0,-17.016615402658033
960.0,-17.106161615639927
980.0,-17.119647485437373
1000.0,-17.15346428120581
1020.0,-17.20617421271449
1040.0,-17.276442248950538
1060.0,-17.336897786914985
1080.0,-17.371802933444815
1100.0,-17.421878541044265
1120.0,-17.486135473191393
1140.0,-17.5636498144537
1160.0,-17.64505812754673
1180.0,-17.669602081173295
1200.0,-17.70603482617204
1220.0,-17.75365950280557
1240.0,-17.811821314319886
1260.0,-17.879904636001957
1280.0,-17.946844704300492
1300.0,-17.986540834722966
1320.0,-18.035073210114174
1340.0,-18.0919634682347
1360.0,-18.156759871739357
1380.0,-18.22903561120826
1400.0,-18.267027631648247
1420.0,-18.270980148125904
1440.0,-18.282053717586884
1460.0,-18.299915836924708
1480.0,-18.32425069898472
1500.0,-18.35475821311374
1520.0,-18.391153092313353
1540.0,-18.37873511590663
1560.0,-18.36628757867316
1580.0,-18.359371207850035
1600.0,-18.3577589705973
1620.0,-18.361234184607618
1640.0,-18.36958995877291
1660.0,-18.382628669158898
1680.0,-18.346621644038947
1700.0,-18.31002431020536
1720.0,-18.277849200786758
1740.0,-18.249937822452104
1760.0,-18.226138274753552
1780.0,-18.43360545197292
1800.0,-18.761792898539404
1820.0,-18.222979108682072
1840.0,-17.616953145299984
1860.0,-16.954439452752435
1880.0,-16.2884992799657
1900.0,-15.607374775105013
1920.0,-14.923074791065776
1940.0,-14.235845058921479
1960.0,-13.61667249830859
1980.0,-13.097726487209579
2000.0,-12.580485019842932
2020.0,-12.064784384228759
2040.0,-11.559488708973165
2060.0,-11.21236765536143
2080.0,-10.836342255641638
2100.0,-10.464157524134961
2120.0,-10.09571426160758
2140.0,-9.73083037645053
2160.0,-9.367809932225255
2180.0,-9.039130304988841
2200.0,-8.714703168592495
2220.0,-8.394434986284802
2240.0,-8.078231303717837
2260.0,-7.855792202601203
2280.0,-7.64064138688471
2300.0,-7.420280298939863
2320.0,-7.205050095038406
2340.0,-6.9948742360257095
2360.0,-6.89403068330239
2380.0,-6.882847365353552
2400.0,-6.829036923474632
2420.0,-6.777850282943676
2440.0,-6.732719108539614
2460.0,-6.680417868827593
2480.0,-6.612974704951396
2500.0,-6.514512449065235
2520.0,-6.403478634842087
2540.0,-6.296748011625403
2560.0,-6.206846447354637
2580.0,-6.1262632913098125
2600.0,-6.052065925205648
2620.0,-6.03364367112937
2640.0,-6.020374480731356
2660.0,-6.076150261580526
2680.0,-6.146912706789097
2700.0,-6.223234673448446
2720.0,-6.173871162355505
2740.0,-5.99271954366745
2760.0,-5.893904661690867
2780.0,-5.833648092128714
2800.0,-5.775896832798055
2820.0,-5.7241318117312705
2840.0,-5.747133576625084
2860.0,-5.7733688724127274
2880.0,-5.802789838123069
2900.0,-5.8450325427363214
2920.0,-5.897829915661806
2940.0,-5.947164524669338
2960.0,-5.992083826856387
2980.0,-6.039899426656814
3000.0,-6.090566451607737
3020.0,-6.144040269294386
3040.0,-6.2091918927357375
3060.0,-6.185556907035815
3080.0,-6.156579249976944
3100.0,-6.129283105088655
3120.0,-6.103640520396692
3140.0,-6.079623926034268
3160.0,-6.075490766585015
3180.0,-6.097690686132189
3200.0,-6.127414153386131
3220.0,-6.16407518756768
3240.0,-6.202596312067801
3260.0,-6.242947361564961
3280.0,-6.2799591407003
3300.0,-6.3182847575551735
3320.0,-6.358313624729766
3340.0,-6.400231676941254
3360.0,-6.470946073064552
3380.0,-6.5444321201699145
3400.0,-6.622468683344756
3420.0,-6.702179896032369
3440.0,-6.78353701797377
3460.0,-6.86651150393172
3480.0,-6.951074993592068
3500.0,-7.03801199436622
3520.0,-7.138016685777352
3540.0,-7.239543236723053
3560.0,-7.342563839601479
3580.0,-7.447050843389884
