Isp 90d, 90d
260.0,17.51369758070403
280.0,16.57179001774275
300.0,15.189149322081347
320.0,14.181256763978359
340.0,13.816205368620475
360.0,13.5158400006432
380.0,12.880234655027834
400.0,12.098584324107096
420.0,10.94128205896534
440.0,10.721026614580039
460.0,10.266731196621489
480.0,9.714465915960252
500.0,9.241104351503223
520.0,8.961648007775407
540.0,8.436951305009487
560.0,7.727937988370617
580.0,7.216574543822099
600.0,7.3794498798023
620.0,7.400038720417948
640.0,7.290585105655552
660.0,7.017019852974406
680.0,6.636907837147392
700.0,6.499329246043621
720.0,6.344087457107952
740.0,6.108812666198457
760.0,5.805457897826219
780.0,5.452550418680183
800.0,5.156819439705493
820.0,5.1962357181900325
840.0,5.154017739074097
860.0,5.063484758675359
880.0,4.93087482073775
900.0,4.75717131009774
920.0,4.66048530156079
940.0,4.598844716790791
960.0,4.50582104752496
980.0,4.374320176100141
1000.0,4.2111450016377265
1020.0,4.044845074944114
1040.0,4.084369091061914
1060.0,4.065330008451638
1080.0,4.015302346764522
1100.0,3.9487037168350683
1120.0,3.8756691501869436
1140.0,3.8189968324499954
1160.0,3.773858027131337
1180.0,3.7145526268192985
1200.0,3.634996568629756
1220.0,3.5429139046697116
1240.0,3.4359922356251986
1260.0,3.3915367449801845
1280.0,3.3305759368772043
1300.0,3.2593100216474684
1320.0,3.1788613990007155
1340.0,3.0895671055617107
1360.0,3.0368552095261108
1380.0,3.022085076783167
1400.0,2.9933420259074066
1420.0,2.9580185083245993
1440.0,2.9163367023647844
1460.0,2.8682024641204773
1480.0,2.835923206420057
1500.0,2.7967103233467827
1520.0,2.751585905608463
1540.0,2.7014125296876585
1560.0,2.6463431638528783
1580.0,2.5960218518340223
1600.0,2.5635009721114854
1620.0,2.522326084725288
1640.0,2.477319306827303
1660.0,2.4285899851479047
1680.0,2.3762422825616083
1700.0,2.309668002249698
1720.0,2.240187298689161
1740.0,2.1669143104394313
1760.0,2.090524644694193
1780.0,2.011098810497034
1800.0,2.0063457453514455
1820.0,2.1254124069383864
1840.0,2.2387151880722014
1860.0,2.350530006640146
1880.0,2.460911701766523
1900.0,2.569912971906111
1920.0,2.4581835330855455
1940.0,2.3232827079413525
1960.0,2.186542657344034
1980.0,2.0479454525623235
2000.0,1.9075419472651387
2020.0,1.8130933207424451
2040.0,1.7838843170613388
2060.0,1.7529850654092405
2080.0,1.720385056443341
2100.0,1.6861199775978288
2120.0,1.6502241110043212
2140.0,1.6510632369319427
2160.0,1.6612620500143382
2180.0,1.6703389178447146
2200.0,1.6781064161895838
2220.0,1.6845926865754166
2240.0,1.671459543776502
2260.0,1.617850806878626
2280.0,1.55922365583317
2300.0,1.4993627898900832
2320.0,1.4382899413305847
2340.0,1.3760260540424758
2360.0,1.3697999469318967
2380.0,1.3923204335224972
2400.0,1.4147948266227053
2420.0,1.4364399186753105
2440.0,1.457274058741375
2460.0,1.4721157373853337
2480.0,1.448660552190336
2500.0,1.4232706361583287
2520.0,1.3969836072316328
2540.0,1.3698143130255225
2560.0,1.3417771015848734
2580.0,1.3285458854847358
2600.0,1.3243585231583586
2620.0,1.3191426297742148
2640.0,1.3132266172948854
2660.0,1.306622342407416
2680.0,1.2956628840828575
2700.0,1.2870219186866498
2720.0,1.2739402416792436
2740.0,1.260278895057986
2760.0,1.2460936248821313
2780.0,1.231392826571532
2800.0,1.2030206931119558
2820.0,1.1657899685778292
2840.0,1.1276315040948344
2860.0,1.0889738955774786
2880.0,1.0498242866618288
2900.0,1.0106951649434408
2920.0,0.9916655837912504
2940.0,0.971908618213585
2960.0,0.9516981194521028
2980.0,0.9310835409875083
3000.0,0.9100705890459039
3020.0,0.8977125180251171
3040.0,0.8984486234821044
3060.0,0.8981847079065269
3080.0,0.8976354325304468
3100.0,0.8968054769669088
3120.0,0.8956993987592209
3140.0,0.8765757458827581
3160.0,0.8543128623657528
3180.0,0.8317113472571384
3200.0,0.8087888443358202
3220.0,0.7855491951470096
3240.0,0.7712518080540892
3260.0,0.7723670997156052
3280.0,0.7727671860913445
3300.0,0.7729469971037372
3320.0,0.7729098000747286
3340.0,0.7726587814840611
3360.0,0.7563916310553259
3380.0,0.7375722967628882
3400.0,0.718416240052587
3420.0,0.6990358222753232
3440.0,0.6794337462666354
3460.0,0.6695128011190223
3480.0,0.6797288226254505
3500.0,0.6897940229030667
3520.0,0.6997108954089474
3540.0,0.7094818773848315
3560.0,0.7191093514172466
3580.0,0.6903977946623903
