Isp 180d, 180d
260.0,16.667237669703784
280.0,14.680947360251551
300.0,14.135834102212637
320.0,13.551455101123523
340.0,13.199441094208641
360.0,12.321325674699409
380.0,10.738404313842882
400.0,10.313913023081728
420.0,9.937849722867501
440.0,9.887225717710564
460.0,9.133443556322318
480.0,8.610452904293103
500.0,8.358791419873707
520.0,9.184282009766383
540.0,8.916934363663497
560.0,8.30024202880581
580.0,7.945510390543865
600.0,7.832778353308285
620.0,7.479343510066052
640.0,7.289778330970568
660.0,7.174639276048358
680.0,6.876464283374741
700.0,6.5803607928567835
720.0,6.267270579355596
740.0,6.304429615824487
760.0,6.2250161489024665
780.0,6.026038633703011
800.0,5.714940487926045
820.0,5.435524028507972
840.0,5.347059293326812
860.0,5.333054553423606
880.0,5.238555065222056
900.0,5.067888517024013
920.0,4.8251159299156825
940.0,4.563231044879159
960.0,4.653246701070269
980.0,4.750811949147365
1000.0,4.799735158598589
1020.0,4.811145076552937
1040.0,4.797437883012425
1060.0,4.803209716400411
1080.0,4.6797992009700415
1100.0,4.50532314156867
1120.0,4.273804397277021
1140.0,4.0092783399366905
1160.0,3.713229179966838
1180.0,3.700665358592549
1200.0,3.680444351253194
1220.0,3.6350726049879336
1240.0,3.5666313090703032
1260.0,3.475970793137792
1280.0,3.4032949928297134
1300.0,3.3763041185913196
1320.0,3.3358746902247516
1340.0,3.2765094755371345
1360.0,3.1988616575764612
1380.0,3.103550938311506
1400.0,3.0891982090066312
1420.0,3.0520791940671406
1440.0,3.0011655321983945
1460.0,2.936900488309713
1480.0,2.859705607232892
1500.0,2.7656289545037
1520.0,2.7243039784285066
1540.0,2.691446626968985
1560.0,2.6482868631492975
1580.0,2.5951285283970544
1600.0,2.5318766575956038
1620.0,2.4529216467436306
1640.0,2.4322510545347025
1660.0,2.4157983182628833
1680.0,2.3905333898104564
1700.0,2.3577957800243734
1720.0,2.317270396041239
1740.0,2.2690690236135667
1760.0,2.247087920354357
1780.0,2.2638003361361396
1800.0,2.2734538092200314
1820.0,2.277316133018825
1840.0,2.265732453860324
1860.0,2.2490507792706294
1880.0,2.2285923763994964
1900.0,2.216208187342482
1920.0,2.2012317683574145
1940.0,2.181439086493566
1960.0,2.154639261592253
1980.0,2.123619445421256
2000.0,2.0884743193204716
2020.0,2.0687442081040843
2040.0,2.0657576015426704
2060.0,2.0620803953883957
2080.0,2.056675588222661
2100.0,2.0476201029430383
2120.0,2.034990889525243
2140.0,2.0186448934874304
2160.0,1.9980343101295202
2180.0,1.9749278578167833
2200.0,1.9483885958292657
2220.0,1.9184844633690297
2240.0,1.8852808901426987
2260.0,1.8523653084619074
2280.0,1.8475887955512946
2300.0,1.84174463574091
2320.0,1.8332322409383526
2340.0,1.8221015581502475
2360.0,1.8084007598338927
2380.0,1.7938841403369372
2400.0,1.8843651439617117
2420.0,1.9766638655390385
2440.0,2.0672977707581306
2460.0,2.1563073875026837
2480.0,2.243731995344857
2500.0,2.2599393028770884
2520.0,2.104394907096677
2540.0,1.945707081840738
2560.0,1.7848435890893208
2580.0,1.6218413967714014
2600.0,1.5142878936626243
2620.0,1.4876300280770174
2640.0,1.4651930070721535
2660.0,1.4756318291736668
2680.0,1.4845098431883266
2700.0,1.4906795194321487
2720.0,1.4597432327692774
2740.0,1.3753222579061535
2760.0,1.2892832652454502
2780.0,1.273215697594966
2800.0,1.270987826434017
2820.0,1.2669532980624576
2840.0,1.261475975537863
2860.0,1.2549205431274733
2880.0,1.2473040379894373
2900.0,1.2443956251339268
2920.0,1.2461928113556877
2940.0,1.246211387623449
2960.0,1.2451513206440898
2980.0,1.2431715494082083
3000.0,1.240286098748999
3020.0,1.2436336547140059
3040.0,1.27799199418692
3060.0,1.3067436172111002
3080.0,1.3261245637437227
3100.0,1.3448253548279077
3120.0,1.3628572194781503
3140.0,1.3802310975653314
3160.0,1.3582698538192441
3180.0,1.3337195681198177
3200.0,1.2995709450738075
3220.0,1.2646257328245822
3240.0,1.2288934989123206
3260.0,1.1923416754738094
3280.0,1.165385844344149
3300.0,1.1867828407964462
3320.0,1.1909535311917414
3340.0,1.1912856431884027
3360.0,1.1910625287310188
3380.0,1.190170353931493
3400.0,1.188307425878768
3420.0,1.1733759663034216
3440.0,1.1583574361215558
3460.0,1.1475775573859461
3480.0,1.136267218476269
3500.0,1.1240206456622837
3520.0,1.111048611518082
3540.0,1.1051207546499242
3560.0,1.1025066789906104
3580.0,1.0858651978975808
