Isp 90,Inject Height 90 d,Sep. Mass 90 d,Trans. Eff. 90 d
260,2873.9776751045806,4266.089723925446,164.97961874822707
280,2947.4236254310563,4214.028352021087,176.06321596100662
300,3029.8548803362105,4161.966980116728,186.11403781960473
320,3175.782287597367,4109.905608212369,196.3671198044872
340,3321.709694858523,4057.84423630801,205.4746024701043
360,3467.637102119679,4003.946007766489,213.42234478415142
380,3619.3077676970756,3944.2072666962094,220.16250055081002
400,3781.0356644557824,3884.46852562593,226.13452733478795
420,3942.7635612144895,3824.72978455565,231.21909104375763
440,4113.560981521795,3764.9910434853705,235.63395908664143
460,4284.797768271194,3705.252302415091,239.29186972382945
480,4451.218994652402,3653.292866380906,242.69495767284087
500,4614.0707593582865,3604.5722218651026,245.65910465347173
520,4776.92252406417,3555.851577349299,248.07729323503818
540,4933.430769729379,3507.1309328334955,249.91464885648787
560,5089.53011613461,3458.410288317692,251.29271479422778
580,5245.748736395485,3411.5047441838733,252.38815376189186
600,5404.750340604445,3373.2857218734885,253.7853326974987
620,5563.751944813405,3335.0666995631036,254.84795753408616
640,5722.753549022365,3296.8476772527183,255.60116758603445
660,5870.01558733298,3258.6286549423335,255.95979410696194
680,6016.637640077061,3220.4096326319486,256.0574142082218
700,6163.259692821142,3187.145904491479,256.3171086099814
720,6293.739537062782,3156.673983905078,256.4629390478252
740,6422.373878705524,3126.2020633186767,256.41385168142443
760,6551.008220348264,3095.7301427322755,256.1976167857567
780,6684.26251063464,3065.2582221458742,255.8581891839345
800,6817.837120329666,3035.4275584736506,255.42663499395752
820,6951.411730024691,3010.9811577599958,255.31371707803032
840,7072.898693745825,2986.534757046341,255.00267647260927
860,7193.052332953393,2962.088356332686,254.57473338297203
880,7313.20597216096,2937.6419556190313,254.0452780699924
900,7432.721504807358,2913.195554905377,253.4169398125368
920,7550.224250313754,2890.821507763527,252.8697247747579
940,7667.726995820151,2869.9904202641956,252.37687613297678
960,7785.229741326549,2849.1593327648643,251.80881468307987
980,7898.376452662672,2828.328245265533,251.148779896522
1000,8009.42455694376,2807.497157766202,250.41349829286844
1020,8120.472661224847,2786.8658106683024,249.6349734199146
1040,8231.520765505935,2771.0272970971514,249.22988286971218
1060,8321.514281816064,2755.188783526001,248.6844646679703
1080,8404.036079200107,2739.35026995485,248.06532492394098
1100,8486.557876584151,2723.5117563836993,247.40722536021292
1120,8574.834026431183,2707.6732428125483,246.73447835339485
1140,8664.91889161311,2692.4890997642137,246.09194618980194
1160,8755.003756795037,2677.941768451167,245.47313958422995
1180,8844.984632521444,2663.3944371381203,244.8213375495321
1200,8930.313141507653,2648.847105825074,244.12241808551892
1220,9015.641650493862,2634.2997745120274,243.39483748819663
1240,9100.970159480072,2619.7524431989805,242.63994045407554
1260,9186.29866846628,2607.467867105158,242.06905950528795
1280,9265.192654839704,2595.2446678528613,241.46001063838472
1300,9343.524431995009,2583.021468600565,240.82747781242202
1320,9421.856209150314,2570.7982693482686,240.17421320743216
1340,9500.187986305618,2558.575070095972,239.50112416052386
1360,9578.519763460923,2547.185839085471,238.88728147238533
1380,9653.125948561228,2536.856373791558,238.34493532504894
1400,9721.816891605116,2526.5269084976453,237.77047698424116
1420,9790.507834649006,2516.1974432037327,237.1811429495256
1440,9859.198777692895,2505.86797790982,236.57754131439094
1460,9927.889720736783,2495.538512615907,235.96024861939554
1480,9996.58066378067,2485.8337563857963,235.38896690108672
1500,10061.452459771788,2476.192922352447,234.80215996387224
1520,10125.667301263933,2466.552088319098,234.20225804255438
1540,10189.882142756078,2456.911254285749,233.5913087932457
1560,10254.096984248223,2447.2704202523996,232.96973263727105
1580,10318.311825740366,2438.112445774567,232.38395248818017
1600,10380.240251251984,2429.7627939993217,231.86065553190724
1620,10437.310546036577,2421.4131422240766,231.31811793341708
1640,10494.380840821172,2413.0634904488315,230.76731237106935
1660,10551.451135605765,2404.713838673587,230.20853499868443
1680,10608.521430390358,2396.364186898342,229.64206842458466
1700,10665.59172517495,2388.3763949456124,229.10289355437126
1720,10720.156080209896,2380.4571397792834,228.55840936458094
1740,10774.041456582665,2372.5378846129547,228.00599050336902
1760,10827.926832955434,2364.6186294466256,227.44718542869103
1780,10881.812209328204,2356.699374280297,226.8822087653046
1800,10935.697585700973,2349.4949054198783,226.3801375032857
1820,10987.792890085348,2343.8997768796175,226.02447527624832
1840,11034.619798626536,2338.304648339357,225.6546459115306
1860,11081.446707167723,2332.7095197990957,225.28016594290636
1880,11128.273615708911,2327.114391258835,224.90118283788996
1900,11175.100524250098,2321.519262718574,224.51783804673124
1920,11221.927432791286,2316.0574453904524,224.14316888320815
1940,11269.00238560069,2310.634477376237,223.76857660001264
1960,11316.173609645864,2305.211509362022,223.39017314134963
1980,11363.344833691037,2299.7885413478066,223.00792361276484
2000,11410.516057736211,2294.3655733335913,222.6219434339785
2020,11457.687281781384,2288.6935257515306,222.2081605626306
2040,11504.87461893847,2282.2376090392004,221.71470795794897
2060,11552.13192185964,2275.7816923268697,221.21782726539948
2080,11599.389224780809,2269.3257756145395,220.71751708862223
2100,11646.64652770198,2262.869858902209,220.21387625356493
2120,11693.903830623149,2256.4139421898785,219.7069999461012
2140,11741.16113354432,2250.201776916003,219.2207267994019
2160,11789.071447245562,2244.0901776412243,218.74209563389488
2180,11837.327265128279,2237.9785783664456,218.26095548358722
2200,11885.583083010994,2231.866979091667,217.77692149307478
2220,11933.83890089371,2225.7553798168883,217.29007314183804
2240,11982.094718776425,2219.7189781251627,216.80783194378077
2260,12029.47058917125,2214.0377716425223,216.35655821072658
2280,12070.440496594345,2208.3565651598824,215.8949718388415
2300,12111.410404017442,2202.675358677242,215.43115572794358
2320,12152.380311440538,2196.9941521946016,214.96516820516715
2340,12193.350218863636,2191.3129457119617,214.49706564126978
2360,12234.320126286731,2186.5152677392966,214.11342162194023
2380,12277.388196046782,2182.2113250716798,213.77858741379865
2400,12321.929044036959,2177.907382404063,213.4434863221936
2420,12366.469892027137,2173.6034397364456,213.10647343826508
2440,12411.010740017315,2169.2994970688287,212.767596625257
2460,12455.55158800749,2164.911651593784,212.41866976758223
2480,12499.978069611701,2159.832997402581,212.00003573098374
2500,12542.414955477157,2154.7543432113775,211.5775365561421
2520,12584.851841342614,2149.675689020174,211.15335416457927
2540,12627.28872720807,2144.597034828971,210.72752922489647
2560,12669.725613073526,2139.5183806377677,210.30010115267407
2580,12712.162498938982,2134.6377402996454,209.89057808546062
2600,12753.881625377438,2129.903401738724,209.49322634496536
2620,12794.941249226982,2125.1690631778024,209.09378413527534
2640,12836.000873076528,2120.4347246168804,208.69293978140965
2660,12877.060496926073,2115.700386055959,208.29072571814743
2680,12918.120120775617,2111.005708040645,207.89107917991902
2700,12959.179744625162,2107.2182382570645,207.5794952533343
2720,12991.65023908556,2103.430768473484,207.25887347114775
2740,13024.015896459608,2099.643298689904,206.9371429708554
2760,13056.381553833655,2095.8558289063235,206.6144225594206
2780,13088.747211207703,2092.068359122743,206.29073390510507
2800,13121.112868581751,2088.412247686097,205.97905387265226
2820,13152.656524427928,2084.8830129275266,205.67826269905584
2840,13183.21452540611,2081.3537781689565,205.375753037208
2860,13213.772526384295,2077.824543410386,205.07240054130818
2880,13244.330527362477,2074.2953086518155,204.7682230179042
2900,13274.888528340662,2070.7660738932454,204.4632377879073
2920,13305.446529318844,2067.404774714,204.17404678936416
2940,13334.735348684962,2064.047698674205,203.88348151575627
2960,13363.916087647198,2060.6906226344104,203.59209966683687
2980,13393.096826609435,2057.3335465946157,203.30000423121786
3000,13422.277565571672,2053.976470554821,203.00720969738086
3020,13451.458304533908,2051.000087983188,202.75136358029573
3040,13479.46913714978,2048.503800115463,202.54143200584173
3060,13505.637115452224,2046.0075122477376,202.3294920207456
3080,13531.80509375467,2043.5112243800124,202.11698151213824
3100,13557.973072057115,2041.0149365122872,201.9039116380898
3120,13584.141050359562,2038.518648644562,201.6902932734328
3140,13610.309028662006,2035.3181084664322,201.40644719711403
3160,13636.256186515038,2032.0471111779693,201.11491810763522
3180,13662.165928189474,2028.7761138895064,200.8228236603165
3200,13688.075669863909,2025.5051166010435,200.53020144120958
3220,13713.985411538344,2022.2341193125806,200.23706144169086
3240,13739.89515321278,2019.1895883719499,199.96584098737472
3260,13765.139882215484,2016.5211435927188,199.73092026607299
3280,13788.983730866055,2013.8526988134877,199.49457844133326
3300,13812.827579516626,2011.1842540342564,199.2577991843801
3320,13836.6714281672,2008.5158092550253,199.02059050301472
3340,13860.51527681777,2005.8473644757942,198.78296021481572
3360,13884.359125468342,2003.3239854800036,198.55929413607927
3380,13906.980958039752,2000.8276976122784,198.3371117425491
3400,13929.275386922414,1998.3314097445532,198.11433616932388
3420,13951.569815805076,1995.835121876828,197.89119008216227
3440,13973.864244687738,1993.3388340091028,197.66768002436612
3460,13996.1586735704,1990.89581704157,197.4490955842185
3480,14018.453102453064,1988.5716878926203,197.24195328055202
3500,14040.747531335728,1986.2475587436709,197.034469738844
3520,14063.041960218392,1983.9234295947215,196.82665085374612
3540,14085.336389101056,1981.599300445772,196.61850238765348
3560,14107.63081798372,1979.2751712968227,196.41002997438116
3580,14129.925246866384,1976.6169612200172,196.1680834751501
Isp 180,Inject Height 180 d,Sep. Mass 180 d,Trans. Eff. 180 d
260,389.43405079203615,7130.797947192348,178.29314034210972
280,389.520129668031,7130.166702101718,196.83583466172564
300,389.6062085440259,7129.535457011089,214.45654111303662
320,389.69228742002076,7128.90421192046,231.16135255660902
340,389.77836629601563,7128.272966829831,246.97566692203065
360,393.19511129885336,7117.090589420446,261.68856451302946
380,407.2021090469723,7072.35962030324,274.6884915833074
400,421.2091067950913,7027.628651186035,286.7455619059763
420,435.21610454321024,6982.897682068829,297.9158148050176
440,449.22310229132927,6938.1667129516245,308.2543666344992
460,463.2301000394482,6847.634408811887,315.7027464694704
480,514.0250345697208,6724.521470019348,322.1166512053883
500,585.4973303925954,6601.40853122681,328.27973856362036
520,656.9696262154698,6478.295592434271,333.4436460590972
540,728.4419220383444,6310.33098445822,335.28369038758996
560,799.914217861219,6141.092375776456,336.0267699559932
580,892.7377764407358,5991.609781995599,337.5589504322807
600,986.9148475703466,5852.20637593834,338.79844901898736
620,1081.0919186999577,5712.8029698810815,339.2031034496411
640,1174.0648333517543,5595.215873142523,340.11727341846426
660,1263.8550637205317,5493.523327684507,341.2630848872017
680,1353.6452940893091,5391.830782226492,341.8202510491835
700,1443.4355244580863,5290.138236768477,341.82319338834066
720,1533.2257548268635,5191.531803337487,341.5072273821404
740,1624.095520578494,5116.63387697909,342.31505764186005
760,1716.584589404404,5041.735950620693,342.7472345832015
780,1809.0736582303139,4966.838024262296,342.791821544585
800,1901.5627270562236,4891.940097903898,342.47060913113563
820,1994.0517958821335,4817.042171545501,341.80402638985584
840,2086.308447345877,4752.359109715612,341.54144209807123
860,2177.91049822471,4695.127713181463,341.52023800459875
880,2269.512549103543,4637.896316647314,341.2380217195828
900,2361.1145999823757,4580.664920113166,340.708771368517
920,2452.716650861208,4523.433523579017,339.94560425794936
940,2532.2169931314525,4466.202127044868,338.79389057115236
960,2610.585907173257,4421.538377789873,338.39175534450396
980,2688.954821215061,4379.372356890494,338.01278783862466
1000,2767.3237352568653,4337.206335991115,337.475889732539
1020,2848.0966462608603,4295.0403150917355,336.81779142740544
1040,2934.38663953692,4252.8742941923565,336.0789927943207
1060,3020.6766328129797,4213.277271605393,335.4027148198667
1080,3106.9666260890394,4177.249036311277,334.8803311554688
1100,3191.1477817342097,4141.220801017163,334.2139064014234
1120,3268.680695572742,4105.192565723047,333.36547651040416
1140,3346.213609411274,4069.1643304289314,332.41203543283217
1160,3423.7465232498057,4033.136095134816,331.358427723956
1180,3501.2794370883375,4003.166795352076,330.7097686251641
1200,3569.0328444621628,3974.310509308245,329.9803184797845
1220,3636.376300314451,3945.4542232644144,329.1712425950417
1240,3703.719756166739,3916.5979372205834,328.28962192685077
1260,3771.063212019027,3887.7416511767524,327.33859030601826
1280,3838.4066678713148,3860.2807098051508,326.4391101635148
1300,3909.465971331496,3834.667031808001,325.66259700655473
1320,3982.97971371127,3809.0533538108507,324.84419972025313
1340,4056.493456091044,3783.439675813701,323.96694369890923
1360,4130.007198470818,3757.825997816551,323.0332534228374
