30,,50,,70,,100,
X,Y,X,Y,X,Y,X,Y
108.81482025304064,594.0588794899498,116.89058561534881,941.5092853098481,157.27349109626488,1027.1612102356855,227.33279494897585,955.1172466226025
129.2489538213053,526.4406692496415,131.29236717813177,863.2347881522142,178.48665051513598,904.6682531983446,247.7669285172405,850.1984990934762
147.3460098377504,470.46771434792794,147.63967403274359,782.2893255809221,202.81183466705824,780.1914394397289,276.37471551281106,770.7053693551874
166.03039424418176,418.06959042021424,163.9869808873553,708.1413394721172,227.33279494897585,673.06791172043,313.15615593568754,696.0093657862968
186.85608007243735,363.286118112195,180.334287741967,639.5884891171048,251.85375523089346,582.7356079486557,347.8941830017374,628.064626210976
208.94207473753755,320.3303425724924,196.6815945965788,577.0260280384697,292.181190808311,515.2326185656326,395.08846633874174,555.5698191113786
229.37620830580232,283.86903343590694,213.0289014511905,522.3335804844355,335.63370286077867,456.1953391926081,431.67413063162263,500.5284288215671
253.89716858771993,247.09453275579332,247.7669285172405,423.7207151795353,380.58879671096093,403.0649005246466,468.4555710544991,452.692553222195
286.59178229694334,223.42396440643486,276.37471551281106,384.5617353593045,423.5004772043167,357.4529393325185,509.3238381910284,408.31933731843185
327.868732104838,199.9520437058828,311.6235959180677,348.761462517831,466.4121576976726,316.2939693517107,554.2789320412107,378.09727432368663
421.048381176125,153.96195713365063,349.9375963585639,313.1638077827432,511.3672515478549,282.1275018915282,599.234025891393,351.11068736058417
460.2819176271932,138.4054599164108,387.229890120647,281.9697116281629,568.5828255389961,257.2506550566941,644.1891197415755,326.0502604768413
511.77593421922023,121.55861741475513,421.45706384749036,256.5320744688515,601.9585770338283,216.2100665114741,689.1442135917578,301.3038267496303
564.4959988253431,111.15055458370162,456.19509091354024,232.72287529632024,625.7983995301372,233.47633190178786,718.3358329749931,289.5453559714241
620.689866138071,101.4064695511651,495.0199446932432,209.47895017235786,683.0139735212783,213.40607004740963,754.5334410102048,273.1617072403912
660.1489530055715,94.8522860443663,538.3403078579643,190.4886191166299,740.2295475124195,194.69768932191803,799.4885348603871,258.66754816462065
689.1442135917578,90.46928599207614,599.6881177484656,174.75994392713864,801.5319482172135,180.534729814867,844.4436287105693,245.84103721190442
746.3597875828989,82.47669335110203,642.5543890561144,163.11249437946748,864.8777622788341,167.69364666323662,889.3987225607516,233.08085866248746
793.3582947899076,78.04747696443941,686.8737543063951,151.59163695292492,928.2235763404547,155.92092130560658,934.3538164109339,221.07291597825412
845.805904281787,73.41670475039298,733.6906247705747,140.65350663435598,989.5259770452485,145.22723243783892,979.3089102611164,209.8542993077435
895.8185481568491,69.40021826051372,779.0544012921223,132.263037279163,1054.9152044636955,136.63597758211696,1024.2640041112986,200.34292491273098
949.6794165871324,65.10866333182719,823.1013114281595,125.61444824831224,1122.347845238969,128.71287582816532,1069.2190979614809,192.66851876092176
995.6562171157279,61.842375248836056,867.3298583070259,119.2949850521349,1185.6936593005896,121.69470389669837,1114.1741918116631,185.0620656708874
1040.6113109659104,59.22390021932428,919.6412402417834,112.25037147690936,1251.0828867190367,114.75207263657218,1159.1292856618454,177.90061665906552
1107.0222450627705,55.79315569540647,962.9616034065045,106.76238839646206,1318.51552749431,109.23272743136033,1204.084379512028,171.0858934164369
1157.085872305019,53.35116006201812,997.6996304725544,102.54746473202367,1383.904754912757,103.98531525963767,1249.0394733622102,164.33151116962293
1202.0409661552014,51.244883961903334,1061.045444534175,96.85960143885605,1451.3373956880305,98.99613606444265,1293.9945672123924,159.0040204068517
1255.1697134326896,48.793599916450056,1106.0005383843572,92.99103262799936,1518.770036463304,94.23461989861052,1338.9496610625747,153.84924245871596
1308.2984607101778,47.04279774882061,1152.9990455913662,89.26270532770786,1586.2026772385775,90.36811768761957,1383.904754912757,148.8615781195734
1351.2101412035336,45.54767979120491,1205.6169395296477,85.26033989412764,1655.6787313706773,86.55797088708402,1428.8598487629392,144.0356097053661
1410.4691285515012,43.619140311510314,1253.1263000758631,81.7195617252188,1723.111372145951,82.9880206252281,1473.8149426131217,139.3660951688424
1457.46763575851,42.14784329006193,1300.8059450684807,78.86679313109565,1790.3482367912293,80.01114944788074,1518.770036463304,135.17755648651232
1521.8351564985437,40.33315994962604,1351.2101412035336,75.93097221215093,1860.020067053324,76.96349606490459,1563.7251303134863,131.64945237267108
1590.2895039522305,38.65423144150478,1399.3438780532238,73.27081433962697,1929.4961211854243,74.17357536229441,1608.6802241636685,127.9008170546122
1657.7221447275037,37.0286148161334,1458.375819472655,70.13356156292672,1998.972175317524,71.48478906657613,1653.6353180138508,124.36007688259424
1716.9811320754716,35.66238108606278,1517.2079060927156,67.02307852705563,2066.4048160927973,69.47403369360202,1698.5904118640333,120.96656414837527
1772.153292709786,34.61404048023024,1571.8987837407922,65.07953015543427,2137.924283581724,67.25594003551471,1743.5455057142153,117.56994307037884
1823.238626630448,33.646675516050756,1647.5050779433714,62.11977407415345,2203.313511000171,65.14509814276897,1788.5005995643978,114.89339365543269
1874.3239605511094,32.70634567868508,1702.6772385776862,60.20380304414145,2274.8329784890975,63.08033659616467,1833.4556934145803,111.92202083311787
1925.4092944717713,31.816018917861573,1778.2835327802654,57.568758972610865,2347.0335837636326,61.199919079208726,1878.4107872647623,109.13400916947647
1990.7985218902181,30.62840182329096,1851.8464136260181,55.57974567207423,2411.7416733964706,59.36764824302037,1923.3658811149448,106.54541815904696
2035.7536157404006,30.017717049190082,1933.5829478990772,52.875739624548814,2481.217727528571,57.60097445273262,1968.3209749651269,103.97591384036473
2096.374878659586,29.200579694553138,2002.6503193598114,50.92479926838907,2550.6937816606705,55.949439772944174,2013.2760688153094,101.50966965198914
2182.879377431906,28.13156699617041,2083.335955335074,49.096040882880956,2622.213249149597,54.58563462968035,2058.231162665492,99.62749020008516
2264.615911704965,27.142151915554397,2169.1593163217854,47.308750764546325,2693.7327166385235,53.23190569922964,2103.186256515674,97.58149387601762
2326.599450195368,26.383605197191912,2257.668306291755,45.49335199395719,2761.1653574137968,51.838045068705505,2148.1413503658564,95.77215016236752
2376.122653745443,25.810591287151947,2352.482686048503,43.619140311510314,2832.684824902723,50.589729772550626,2193.0964442160384,93.76717026343441
2439.327753713628,25.097439948815886,2435.0365856642925,42.0473580888025,2902.160879034823,49.30444230064803,2238.051538066221,91.91628935993944
2504.1724787705284,24.49769733227053,2540.476714876538,40.210270497232216,2971.636933166923,48.05180896413727,2283.006631916403,90.06529106396279
2572.7716189870243,23.71688483545499,2636.7441885759185,38.808314509229916,3041.112987299023,47.041064273718625,2327.9617257665855,88.2515679312414
2654.9078628588204,23.103132278356746,2734.828029703589,37.44338764134698,3110.589041431123,46.02582401646434,2372.916819616768,86.50956013332532
2737.6661038102925,22.440719454060588,2775.469250911582,36.852264517472705,3182.108508920049,45.186716215910906,2417.87191346695,84.76744184822552
2783.642904338888,21.99328488762353,2834.217384920343,36.063643501934706,3251.5845630521494,44.23073811234201,2462.8270073171325,83.12802286817562
2857.2057851846407,21.45851763676098,2875.596505396079,35.503129015868744,3321.060617184249,43.18031103321414,2507.7821011673145,81.48714931254057
2889.9003988938643,21.219759269834046,2932.8120793872204,34.756339250413305,3390.536671316349,42.46340994669936,2552.737195017497,80.1717020122608
2969.5935198100965,20.611346501406825,2974.191199862956,34.21614337055345,3462.0561388052756,41.68665802914036,2597.6922888676795,78.90958923957487
3014.548613660279,20.230545336088447,3034.301609442935,33.59651716680407,3534.0650466191896,40.73263215801494,2642.6473827178615,77.63575149942693
3100.3719746469906,19.84197345349708,3076.7591980792176,33.131963399633534,3601.0082470694756,40.04537078728856,2687.602476568044,76.28930144087968
3190.282162347355,19.28744616708984,3119.784401536842,32.71854618930707,3672.527714558402,39.1572508265738,2732.557570418226,74.96620309497969
3241.367496268017,18.973515451304596,3180.5759489024294,32.210022442915744,3742.003768690502,38.46248761736896,2777.5126642684086,73.84610531703781
3290.213640701857,18.72046739607133,3240.6822798130343,31.60991944106383,3811.4798228226014,37.63005103156695,2822.467758118591,72.65400741331933
3357.8420576071258,18.306198116213476,3294.197335347032,31.20828789092637,3880.9558769547016,36.962384776522015,2867.422851968773,71.39395659077952
3417.8719134669523,17.992962281092794,3362.9077649707538,30.608310476721027,3950.431931086802,36.12646660361227,2913.1953111616863,70.16146810345876
3496.7941658713253,17.646548325801653,3423.9124228111814,30.28008484328555,,,2957.3330396691376,69.10753589070926
3537.662433007855,17.42678981915939,3474.5436648747705,29.69848956856044,,,3002.28813351932,67.99193272771535
3635.7462741355253,16.88929230025728,3515.8660238683724,29.22614892437519,,,3047.2432273695026,67.11243083345063
3678.6579546288813,16.664041340211693,3560.139979932946,28.832633164843028,,,3092.1983212196847,66.19042218316048
3779.806915791791,16.258854774344048,3614.9034578958954,28.409924335282827,,,3137.153415069867,65.3076465240316
3823.74030296356,16.030050231258723,3655.0127429284603,28.077659775953034,,,3182.108508920049,64.56786384062278
3889.1295303820075,15.722158046796299,3702.770232239433,27.657176528201365,,,3227.0636027702317,63.5772586804581
3944.301691016322,15.443201359346599,3753.2425421530475,27.324978931777643,,,3272.018696620414,62.8315079061842
373.5408560311284,174.48123722644115,3799.2193426816425,26.79650847055471,,,3316.973790470596,62.1260930328904
,,3836.000783104519,26.620827507724716,,,3361.9288843207787,61.2165215240403
,,3897.3031838093134,26.187535543516656,,,3406.8839781709607,60.37551246379765
,,3937.0037861705136,25.90443958121738,,,3451.8390720211432,59.71589085235313
,,3999.9999999999995,25.318008618630323,,,3496.7941658713253,58.91946543053332
,,105.05836575875486,1005.4094501132827,,,3541.7492597215078,58.08637564841839
,,,,,,3586.7043535716903,57.381680506957366
,,,,,,3631.6594474218723,56.639426320654614
,,,,,,3676.614541272055,55.8612986270726
,,,,,,3721.5696351222373,55.206054793543025
,,,,,,3766.52472897242,54.514118705593496
,,,,,,3811.4798228226014,53.699603087785896
,,,,,,3856.434916672784,53.09131235025864
,,,,,,3901.3900105229663,52.42588180809932
,,,,,,3946.345104373149,51.68460783126414
,,,,,,3985.1699581528514,51.15895023872908
