Isp 90,Inject Height 90 d,Sep. Mass 90 d,Trans. Eff. 90 d
260,2873.9776751045806,4266.089723925446,149.70766094700545
280,2947.4236254310563,4214.028352021087,161.1470800355751
300,3029.8548803362105,4161.966980116728,171.59465488980828
320,3175.782287597367,4109.905608212369,181.37717293544432
340,3321.709694858523,4057.84423630801,190.87060719541904
360,3467.637102119679,4003.946007766489,199.99575486253278
380,3619.3077676970756,3944.2072666962094,208.099278359794
400,3781.0356644557824,3884.46852562593,214.8743549315785
420,3942.7635612144895,3824.72978455565,221.266503383922
440,4113.560981521795,3764.9910434853705,226.86639137951033
460,4284.797768271194,3705.252302415091,232.05344640846087
480,4451.218994652402,3653.292866380906,236.49487921119672
500,4614.0707593582865,3604.5722218651026,240.77951319978456
520,4776.92252406417,3555.851577349299,244.04349209831042
540,4933.430769729379,3507.1309328334955,246.0041651572476
560,5089.53011613461,3458.410288317692,247.65458130019496
580,5245.748736395485,3411.5047441838733,248.91027249270107
600,5404.750340604445,3373.2857218734885,250.47237651226277
620,5563.751944813405,3335.0666995631036,251.79837248531055
640,5722.753549022365,3296.8476772527183,252.81475440725697
660,5870.01558733298,3258.6286549423335,253.61573572304565
680,6016.637640077061,3220.4096326319486,254.04100256412661
700,6163.259692821142,3187.145904491479,254.60112774405732
720,6293.739537062782,3156.673983905078,255.16007635208936
740,6422.373878705524,3126.2020633186767,255.56651019915034
760,6551.008220348264,3095.7301427322755,255.48632837697488
780,6684.26251063464,3065.2582221458742,255.12265949667938
800,6817.837120329666,3035.4275584736506,254.67645153590013
820,6951.411730024691,3010.9811577599958,254.53616289116948
840,7072.898693745825,2986.534757046341,254.30144374579194
860,7193.052332953393,2962.088356332686,253.9201008314349
880,7313.20597216096,2937.6419556190313,253.43256691311908
900,7432.721504807358,2913.195554905377,252.8652642006585
920,7550.224250313754,2890.821507763527,252.39947900746006
940,7667.726995820151,2869.9904202641956,252.00023115314565
960,7785.229741326549,2849.1593327648643,251.49587019137965
980,7898.376452662672,2828.328245265533,250.89398787578574
1000,8009.42455694376,2807.497157766202,250.2117118289721
1020,8120.472661224847,2786.8658106683024,249.40799656896496
1040,8231.520765505935,2771.0272970971514,248.98820649529344
1060,8321.514281816064,2755.188783526001,248.47362795336653
1080,8404.036079200107,2739.35026995485,247.91977698398156
1100,8486.557876584151,2723.5117563836993,247.33004010369964
1120,8574.834026431183,2707.6732428125483,246.69111870182556
1140,8664.91889161311,2692.4890997642137,246.07176949796136
1160,8755.003756795037,2677.941768451167,245.47832751872582
1180,8844.984632521444,2663.3944371381203,244.84383403282837
1200,8930.313141507653,2648.847105825074,244.18232591495448
1220,9015.641650493862,2634.2997745120274,243.49022640911176
1240,9100.970159480072,2619.7524431989805,242.77291006674244
1260,9186.29866846628,2607.467867105158,242.21958887174705
1280,9265.192654839704,2595.2446678528613,241.58131503943864
1300,9343.524431995009,2583.021468600565,240.92508329644136
1320,9421.856209150314,2570.7982693482686,240.2590531322568
1340,9500.187986305618,2558.575070095972,239.58141503774604
1360,9578.519763460923,2547.185839085471,238.9590990936588
1380,9653.125948561228,2536.856373791558,238.41288628844492
1400,9721.816891605116,2526.5269084976453,237.85263393931845
1420,9790.507834649006,2516.1974432037327,237.27517803370569
1440,9859.198777692895,2505.86797790982,236.68082169929252
1460,9927.889720736783,2495.538512615907,236.0717533146479
1480,9996.58066378067,2485.8337563857963,235.49381853729864
1500,10061.452459771788,2476.192922352447,234.9112005628645
1520,10125.667301263933,2466.552088319098,234.3182324012719
1540,10189.882142756078,2456.911254285749,233.69622582019417
1560,10254.096984248223,2447.2704202523996,233.06322068932883
1580,10318.311825740366,2438.112445774567,232.46752053636044
1600,10380.240251251984,2429.7627939993217,231.9395358587205
1620,10437.310546036577,2421.4131422240766,231.4025409090339
1640,10494.380840821172,2413.0634904488315,230.85799446945597
1660,10551.451135605765,2404.713838673587,230.30551444152275
1680,10608.521430390358,2396.364186898342,229.7411425463709
1700,10665.59172517495,2388.3763949456124,229.20480483562665
1720,10720.156080209896,2380.4571397792834,228.66554332090786
1740,10774.041456582665,2372.5378846129547,228.1029716808044
1760,10827.926832955434,2364.6186294466256,227.53492098245357
1780,10881.812209328204,2356.699374280297,226.9614381029441
1800,10935.697585700973,2349.4949054198783,226.45151789072574
1820,10987.792890085348,2343.8997768796175,226.0919654212454
1840,11034.619798626536,2338.304648339357,225.7258521870737
1860,11081.446707167723,2332.7095197990957,225.35504474922766
1880,11128.273615708911,2327.114391258835,224.97880380402475
1900,11175.100524250098,2321.519262718574,224.59537752335333
1920,11221.927432791286,2316.0574453904524,224.22103871665823
1940,11269.00238560069,2310.634477376237,223.84914517927803
1960,11316.173609645864,2305.211509362022,223.4744881208686
1980,11363.344833691037,2299.7885413478066,223.09628149338474
2000,11410.516057736211,2294.3655733335913,222.70560181324797
2020,11457.687281781384,2288.6935257515306,222.27710540791966
2040,11504.87461893847,2282.2376090392004,221.76948309482606
