226.06035833504757, 2774.939613526567
293.41099529941835, 3057.3067632850216
341.49692304199834, 3395.811191626408
383.33319708428087, 3697.4734299516895
424.32000363331906, 4032.7059849704747
466.7933782955348, 4393.508454106277
505.019415491529, 4701.759259259257
543.8825533074563, 5004.83333333333
583.3827917433172, 5323.908212560384
628.1922020119547, 5659.454508856679
675.6713672593602, 6001.992753623186
724.8191293684955, 6351.2540257648925
773.6635102300437, 6678.329307568436
823.5697254581472, 7008.934178743959
869.2286032200292, 7283.065619967792
921.5239457728823, 7601.905193236713
979.6593773417902, 7924.862620772945
1036.0882893930197, 8198.405797101448
1097.5229920294387, 8493.479468599031
1177.1605695210933, 8874.803469477381
1252.0198923632488, 9186.690821256037
1332.8962766158847, 9497.294685990337
1402.9773448085407, 9767.112184648415
1486.154370188713, 10047.910628019323
1567.612235165891, 10318.176328502414
1634.9628721302615, 10511.799516908211
1703.56495674093, 10702.649456521738
1780.5858709721447, 10911.14734299517
1858.8582328496564, 11097.375201288243
1930.7595885278356, 11268.140096618357
2005.3913754343007, 11445.62801932367
2072.2869405272904, 11598.5768921095
2139.18250562028, 11761.52626811594
2218.0237073370185, 11946.829710144928
2285.7156482049245, 12111.543880837358
2355.796716397581, 12275.787439613527
2432.2487907895693, 12424.500805152979
2509.497240956474, 12585.68538647343
2582.42250834526, 12736.449275362318
2644.3122828530604, 12859.480676328501
2724.6071863811544, 13020.609232420826
2796.6703453913806, 13137.007246376812
2862.2917092445036, 13238.659420289854
2938.1066830165587, 13351.606280193237
3012.7182445065177, 13464.553140096617
3091.0108318005355, 13563.381642512077
3166.507255262624, 13667.504528985506
3246.463383064245, 13769.50966183575
3332.949792220182, 13877.515096618357
3395.180870631518, 13944.57729468599
3461.166291981746, 14011.639492753622
3544.3433173619183, 14107.722758990874
3605.424075209486, 14170.471014492752
3673.002248109547, 14241.062801932367
3757.418080250701, 14328.339920948616
3818.397711015739, 14384.263285024153
3868.9106887390176, 14431.660628019323
